LibraryID	Cutibacterium_acnes	Cutibacterium_granulosum	Propionibacterium_sp._oral_taxon_193	Rothia_mucilaginosa	Rothia_dentocariosa	Micrococcus_luteus	Kocuria_palustris	Microbacterium_aurum	Dermacoccus_nishinomiyaensis	Actinomyces_oris	Corynebacterium_ureicelerivorans	Streptococcus_mitis	Streptococcus_oralis	Streptococcus_sanguinis	Streptococcus_pneumoniae	Streptococcus_gordonii	Streptococcus_parasanguinis	Streptococcus_salivarius	Streptococcus_sp._oral_taxon_431	Streptococcus_pseudopneumoniae	Streptococcus_sp._NPS_308	Staphylococcus_aureus	Staphylococcus_epidermidis	Staphylococcus_hominis	Staphylococcus_capitis	Veillonella_parvula	Pseudomonas_aeruginosa	Pseudomonas_putida	Moraxella_osloensis	Acinetobacter_junii	Haemophilus_parainfluenzae	Stenotrophomonas_maltophilia	Neisseria_subflava	Neisseria_elongata	Neisseria_sicca	Neisseria_mucosa	Neisseria_meningitidis	Sphingomonas_melonis	Roseomonas_sp._FDAARGOS_362	Magnetospirillum_gryphiswaldense	Prevotella_melaninogenica
MBT282	0.007400293181014001	5.054845068998635e-5	8.593236617297678e-4	0.2869433351867765	0.010867916898347063	0.03717333063741596	2.2241318303593995e-4	7.380073800738006e-4	3.336197745539099e-4	0.0037506950411969873	7.380073800738006e-4	0.0810797149067381	0.017712177121771217	0.002143254309255421	0.057402820603548496	0.0020118283374614566	0.01699438912197341	0.01565991002375777	0.013172926249810443	0.014891573573269978	0.003497952787747055	0.0012637112672496586	4.549360562098771e-4	1.617550422079563e-4	8.087752110397816e-5	0.014426527826922103	4.1449729565788804e-4	1.010969013799727e-5	0.0020623767881514433	6.065814082798362e-5	0.021301117120760247	2.830713238639235e-4	0.05238841429510185	0.003801243491886973	0.0030834554920891673	0.002699287266845271	0.017297679826113327	1.1120659151796997e-4	1.3142597179396448e-4	1.010969013799727e-5	0.038305615932871656
MBT283	0.05806570220468655	0.001569725510160791	0.014495213044277573	0.01791749748985335	0.0028849009375928047	0.29355281207133055	0.0019091256204658267	0.008781977854142803	0.0012727504136438843	0.0027293425537029967	0.004723318201745082	0.012769929150226973	0.005557676806244962	0.0012586087423811744	0.00972946982874436	6.929418918727814e-4	0.0012586087423811744	0.001046483673440527	0.0018949839492031168	0.001697000551525179	2.1212506894064737e-4	0.03156421025836833	0.0027859092387538358	0.0011737587148049156	3.3940011030503584e-4	0.0013576004412201434	0.0014990171538472414	0.001216183728593045	0.02026501491946318	3.959667953558751e-4	0.002036400661830215	0.0022343840595081526	0.0028000509100165457	0.0013293170986947236	5.373835079829734e-4	0	0.0013717421124828531	0.0011454753722794958	4.808168229321341e-4	0	0.00164043386647434
MBT284	0.07915126085330895	0.0013190145818619916	0.03636118150471521	0.004185534460554193	0.0010074363341780565	0.12447550994973204	9.866644509991275e-4	0.0045178845914170575	0.0018071538365668231	0.0014124880561671722	0.0023160649744505836	0.007394790411698724	0.0016721365959037847	6.2315649536787e-4	0.0069066511569938925	1.9733289019982552e-4	3.9466578039965103e-4	6.854721449046571e-4	5.504549042416185e-4	0.0012774708155041336	3.842798388101865e-4	0.0065535291429521	0.001204769224377882	0.0015786631215986041	3.219641892733995e-4	4.1543766357858005e-4	0.0010282082173569856	0.001017822275767521	0.0071870715799094344	8.72419093515018e-4	9.555066262307341e-4	0.001848697602924681	0.001703294420672178	4.465954883469735e-4	7.893315607993021e-4	5.712267874205476e-4	0.001433259939346101	0.003936271862407046	0.0011424535748410952	0.027501973328902	7.789456192098376e-4
MBT285	0.07247532545543046	0.0010460142713630291	0.05861822550410638	0.08447859813374484	0.015151672069347638	0.06205660904957693	8.90665617200203e-4	0.002371656120219145	0.0010460142713630291	0.009289849518937	0.004163343931563739	0.013763890758826391	0.003189825698810029	8.90665617200203e-4	0.009258779788104436	4.867591163768551e-4	0.0059757448967967105	0.005022939817931377	0.0032726783143635363	0.0024545087357726527	8.181695785908841e-4	0.004401545201280073	9.735182327537102e-4	0.001812400965232971	3.1069730832565214e-4	0.004401545201280073	0.002879128390484377	3.624801930465942e-4	0.004173700508507927	2.899841544372754e-4	0.009393415288378884	0.001584556272460826	0.02014354215644645	0.003541949314912435	0.001097797156083971	0.0010667274252514059	0.0066178526673363915	0.002837702082707623	7.767432708141305e-4	0.01150615698499332	0.008875586441169463
MBT286	0.5346995949937574	0.0031974177045586043	0.00862795253611052	0.001664687312849559	0.0020402570114802523	0.010587005288427377	3.6541916623526906e-4	0.0036034390003755697	0.0012891176142188659	0.003035009186231818	3.045159718627242e-4	0.009064425429113758	0.005653846544251246	0.0025782352284377317	0.005856857192159729	0.0012383649522417451	5.785803465391759e-4	0.001309418679009714	5.988814113300243e-4	0.0016240851832678624	7.308383324705381e-4	0.0036541916623526903	0.002030106479084828	1.725590507222104e-4	0.0011470101606829279	0.002588385760833156	0.06419196686866227	0.0033699767552808147	0.023001106408031102	0.004425632124404925	0.0014109240029639555	0.004161718282123898	7.612899296568105e-4	0.0034714820792350557	0.0016951389100358315	0.0014819777297319244	0.0023549235157384004	0.006892211496492991	0.0016139346508724382	0.003542535806003025	0.0038876539074474458
MBT287	0.46679747378747927	0.002350440452102111	0.0046804422915772475	0.0013387291270668545	0.0013182905144398795	0.00674474216690171	2.043861262697488e-4	0.0021153964068919	7.562286671980705e-4	0.0021767122447728248	2.1460543258323625e-4	0.008809042042226172	0.0034439062276452673	0.0016861855417254275	0.02941116357021685	0.0010832464692296685	3.372371083450855e-4	7.46009360884583e-4	4.5986878410693476e-4	0.001951887505876101	5.211846219878595e-4	0.0796594927136346	0.03495002759212704	1.328509820753367e-4	0.001492018721769166	0.001389825658634292	0.10079301816992661	0.00171684346066589	0.015369836695485108	0.003903775011752202	0.0011956588386780305	0.002820528542522533	5.82500459868784e-4	0.002135835019518875	0.0023197825331616488	8.992989555868948e-4	0.0013182905144398795	0.006857154536350072	7.971058924520203e-4	3.065791894046232e-5	9.708340997813068e-4
MBT288	0.3087164771168738	0.0015719621041082015	0.0024581689279007447	0.00667820142215095	0.003977380625830819	0.006424999472495938	2.6375203089063783e-4	0.0021416664908319796	0.001413710885573819	0.009632224168126093	6.541050366087819e-4	0.03327495621716287	0.014021057962146307	0.01241744561433123	0.02098411157765915	0.0034076762391070407	9.495073112062962e-4	0.00369252843246893	0.0016141624290507035	0.006424999472495938	0.0019201147848838436	0.08760787458063427	0.002299917709366362	1.477011372987572e-4	0.001624712510286329	0.006235098010254679	0.037959192285780596	0.002521469415314498	0.02288312620007174	0.006087396872955921	0.0035975777013483	0.00472643639356023	0.003196674614394531	0.01944379971725782	0.010972084485050534	0.011035384972464288	0.011953242039963707	0.009716624818011098	0.0017935138100563372	4.220032494250206e-5	0.010075327580022365
MBT289	0.38624609128847776	0.0033766511705327737	0.004660729784679039	0.0017358840524569893	0.0014029747821227723	0.008524855243915488	8.917212598237959e-4	0.00543355487652633	0.0010938447453838563	0.0035312161889022317	7.37156241454338e-4	0.00798982248802121	0.013007240776629769	0.003935463160022352	0.005956698015622956	0.0015694294172898808	2.972404199412653e-4	1.902338687624098e-4	5.469223726919281e-4	5.588119894895787e-4	0.0015813190340875315	0.005576230278098136	0.0038284566088434974	2.7346118634596407e-4	0.004755846719060245	0.001902338687624098	0.1417242322279953	0.002972404199412653	0.02916523000463695	0.006135042267587715	0.0014505332493133746	0.004494275149511931	7.133770078590366e-4	0.015278157584981036	0.0065868477058984385	0.005290879474954522	0.0014980917165039772	0.012174967600794227	0.0015575398004922302	1.3078578477415673e-4	0.0014267540157180732
MBT290	0.18795386148173257	0.0030197516408344374	8.627861830955535e-4	0.0017974712147824032	3.4922297887200976e-4	0.24379872430900068	0.004755595271110015	0.003040294169003379	0.0057108228309658065	0.0041906757464641176	0.002239135570414651	2.567816021117719e-4	3.903080352098933e-4	2.1569654577388838e-4	2.46510338027301e-4	2.1569654577388838e-4	1.232551690136505e-4	1.6434022535153403e-4	5.135632042235438e-5	4.1085056337883506e-5	3.0813792253412625e-5	1.232551690136505e-4	6.060045809837816e-4	6.779034295750778e-4	1.232551690136505e-4	4.6220688380118935e-4	0.0021158804014010007	0.0026499861337934854	0.019032652348524533	0.0028143263591450195	3.184091866185971e-4	0.0014174344436569807	1.4379769718259224e-4	3.903080352098933e-4	5.135632042235438e-5	7.189884859129612e-5	1.0271264084470876e-4	0.016156698404872688	0.004334473443646709	0.006974188313355724	1.9515401760494664e-4
MBT291	0.11385918003565063	0.0032409658078107278	0.0010026737967914437	0.0013672824501701508	3.848646896775239e-4	0.06915410792416139	0.001701507049100632	0.002218035974720467	0.0026839248095932586	6.076810889645113e-4	0.1619368821908929	3.6460865337870687e-4	4.25376762275158e-4	1.417922540917193e-4	2.12688381137579e-4	2.532004537352131e-4	7.089612704585965e-5	1.0128018149408524e-4	5.064009074704262e-5	4.0512072597634096e-5	5.064009074704262e-5	0.0017825311942959003	0.001549586776859504	0.14767663263652567	2.835845081834386e-4	2.7345649003403016e-4	0.0013875384864689675	0.012568870523415977	0.004638632312429104	8.102414519526819e-4	3.544806352292983e-4	9.824177604926267e-4	8.102414519526819e-5	8.102414519526819e-5	9.115216334467672e-5	6.076810889645114e-5	1.417922540917193e-4	0.00638065143412737	0.0012052341597796144	0.002440852374007454	1.0128018149408524e-4
